measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,2003,2267531.0673760734,2495912.749077158,2057892.9089582248
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,2003,1464309.4300288693,1665772.7689976306,1236729.704555747
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,2003,2913987.0639763456,3188446.711445295,2644743.476475091
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,2003,1855975.6387712948,2085644.7981773566,1559975.6401257769
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,2003,4383278.565701073,4732150.787912718,3981295.322145057
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,2003,2733179.227389356,3069151.271397972,2304116.0837975815
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,2003,5798744.2472397,6188819.750655191,5297609.110314784
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,2003,3712439.5732671837,4079884.4513147506,3169030.6635820344
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,2003,6886959.21551293,7329146.689268386,6329214.595703892
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,2003,4560214.185130183,4997323.196218793,3861477.655129986
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,2003,5716478.341423106,6072980.9255419085,5277987.476042555
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,2003,4335521.903034214,4738225.218813037,3546347.7847910007
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,2003,3664492.6736771436,3881588.3389938506,3349616.4533517114
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,2003,3429660.615242683,3729008.721903783,2902746.2122715185
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,2003,1631654.627488195,1726599.665946564,1462187.3393875572
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,2003,1840029.3966182044,2008442.4749501178,1543621.5473903292
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,2003,435725.3140176934,465309.0443479506,383284.4827336857
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,2003,681442.7999554722,750410.5431873727,564082.7530736369
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,2003,91071.56998447253,98984.52719010742,76867.6940215323
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,2003,179795.1112505076,199983.4867725719,144229.21035484847
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,2005,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,2005,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,2005,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,2005,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,2005,627.7765443190307,776.4916909231506,449.8754456980862
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,2005,678.7377955051121,840.4738544381893,498.8873394318918
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,2005,77954.4974103189,146113.48974084927,55435.18768266648
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,2005,119740.52605724393,210744.402624018,59655.72392398291
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,2005,68266.50587547688,79887.97570440052,56865.682740960394
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,2005,68811.62897991181,82056.68387244978,55793.94661976223
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,2005,92793.06410082457,107371.19179747105,77636.12562077591
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,2005,94769.24785927612,110280.9213887089,78794.88845343846
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,2005,200676.52689510517,230909.63078446718,173288.7915306983
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,2005,190229.18579448666,220232.3141798422,160337.43385163613
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,2005,259804.53334277266,294975.1512846263,225515.98999290515
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,2005,253552.77678259392,289766.73070769216,211501.7822120379
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,2005,319660.31171540037,359021.59389762866,280355.6018679008
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,2005,309368.0082808331,352520.172346004,263574.3571978815
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,2005,444126.1969792677,499832.771588196,391139.0782031814
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,2005,406001.46632726665,465540.74666037556,343926.73490107467
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,2005,596272.3035841505,674008.9323731837,532008.3396538136
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,2005,507180.7955151755,582920.6807816869,432454.1648593625
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,2005,874202.3457940257,975275.5464666208,785538.0463225462
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,2005,631776.8770402417,722711.7712107211,546866.7270267806
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,2005,1346503.438825455,1502366.9810465204,1215324.266053959
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,2005,911919.7133367457,1050483.2342302995,789484.56031058
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,2005,2314398.011870984,2544138.5452978625,2098029.5340556432
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,2005,1488959.9703426298,1682608.966950481,1278015.6847140875
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,2005,2957802.656891657,3237556.2773150974,2699300.9678812874
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,2005,1895219.7332149947,2132072.7391992128,1616620.0627740126
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,2005,4184258.421012571,4510598.839524959,3832213.2822964857
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,2005,2655670.977777347,2975623.5108382683,2279223.232111365
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,2005,5581920.199568635,5964011.4142558165,5137668.877250195
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,2005,3561468.371594315,3921071.204770268,3084859.276145745
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,2005,6687409.17026124,7110155.373216623,6215334.966788866
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,2005,4482402.925333102,4929100.733070028,3900884.883826615
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,2005,5852911.101954161,6200288.060441699,5438784.33254448
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,2005,4345137.8048842,4745551.92340688,3669713.8510779585
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,2005,3850020.9659934677,4083792.1433663787,3515211.213210743
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,2005,3509435.2010634826,3836022.970483917,2991607.161821689
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,2005,1705197.8466611854,1801448.8484416031,1542986.593662051
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,2005,1888728.499467745,2067226.550782263,1602685.8451199604
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,2005,462193.892748853,494994.8214582147,405775.6061338306
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,2005,727177.8668608407,801961.0095174073,602437.4578516629
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,2005,98028.82488859081,106899.84423854612,82641.4078070157
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,2005,195804.94328647878,217918.8718639268,157796.6841788324
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,2007,633.3277350793794,784.0028818652636,451.47004184540447
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,2007,685.491451475251,847.5621448808314,504.3365023935025
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,2007,74357.9017779828,134103.02341523315,53164.626989383025
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,2007,115803.24403545374,205316.1140674469,59791.93604836564
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,2007,67186.58177746365,78212.5739728296,55774.56322416486
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,2007,67736.56640734736,80797.82488946145,55493.09360853882
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,2007,90930.18540114962,104922.92592179404,76340.75566634256
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,2007,93250.43150801497,108161.69631413725,77356.49137764324
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,2007,196433.19468786893,227411.80662476353,169251.3503363111
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,2007,184774.60408038675,212442.96959749542,155825.0955088973
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,2007,266216.2234953969,302754.05106740474,231334.6425306845
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,2007,257502.71276884188,294977.9755846285,216231.54548997947
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,2007,321004.61671476037,360219.0866923285,281173.31275712623
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,2007,305889.15174744866,347084.6365459526,259810.5295111693
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,2007,428496.71493968554,484407.3254214019,377690.6955130712
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,2007,386924.81823280925,443812.0032272497,328130.7874123375
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,2007,583070.3730491443,663244.299769709,517271.69941602217
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,2007,489112.9103457207,564183.4328385042,417641.1260316971
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,2007,896186.1220804884,1005860.4307534181,802603.2561147697
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,2007,642816.9108736813,732001.0782456031,555940.4845483096
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,2007,1333627.1437901764,1491758.2325345702,1197013.5560611596
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,2007,887876.426010722,1022011.0795939205,774291.3173183388
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,2007,2295564.3390173945,2528632.925216592,2076121.7674905022
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,2007,1436346.4114517614,1611642.2328461772,1251358.4586717277
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,2007,2994483.4894378553,3284519.001916825,2717753.225850107
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,2007,1934645.027797182,2156958.6995211863,1682719.2978273374
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,2007,4256011.6171971215,4622488.12721141,3881445.58720447
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,2007,2693327.2751382883,3009513.1164136506,2323484.534781108
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,2007,5339334.111046946,5715250.452245382,4895527.341695987
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,2007,3434129.9083461217,3775384.0822484624,3029025.223342434
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,2007,6460603.790011279,6839495.280223718,5997260.420028681
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,2007,4421619.797130245,4839433.119373103,3894594.0298089976
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,2007,5792572.91297862,6127278.78016188,5362726.692651074
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,2007,4324574.284058783,4709187.574529052,3713895.6323734457
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,2007,3946719.2792685516,4174021.4290079027,3579530.3222872876
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,2007,3528307.6723925155,3836659.259088093,3087211.0576787097
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,2007,1825180.4240174734,1930723.6289241458,1635420.5042214652
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,2007,1957108.7778535327,2139532.1715175193,1676944.8504494526
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,2007,480205.26215406443,514251.6259681965,421046.6766723561
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,2007,752316.751339039,830416.3554756271,623466.7307631982
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,2007,106032.84770546561,115621.40230235866,89244.76046475621
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,2007,214412.15556786326,239446.82781141755,171913.92085049945
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,2009,635.5553176638672,788.4694678585414,451.8495169483426
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,2009,689.6026729629381,853.0698967311541,505.5951309859956
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,2009,71151.92501042297,124161.81449279479,51783.99902576837
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,2009,110218.60801044387,195168.66897029837,59923.95100562168
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,2009,66682.35147278813,78282.17543160495,55118.90854320253
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,2009,67527.92632086933,80050.87968775691,55754.79822640633
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,2009,90983.9201120515,104764.86273108392,75800.26827286227
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,2009,92626.07188736903,107153.9089742613,76815.99345363324
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,2009,191417.67043495097,221166.98603491441,165744.2462244167
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,2009,179165.5303314651,205467.1319510166,151975.98856800678
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,2009,270780.6385580332,307984.7362467498,236222.10911969762
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,2009,260536.83584472968,296982.25361752155,219427.5746208951
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,2009,329917.9938230933,370560.80417382397,287623.45270946744
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,2009,310437.86723336176,353431.8065781199,263938.66395242483
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,2009,424844.8988975961,479456.9602741755,373047.81483490585
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,2009,377537.3883315426,431790.0697613038,321490.5434972527
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,2009,569373.9470162881,644897.6314714442,504398.92680653126
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,2009,473114.39042622544,545869.6835160451,403431.3699310826
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,2009,863154.3210737186,971428.7139095867,773000.7777293184
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,2009,626461.372751915,714827.3866004675,541887.3831155775
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,2009,1383927.2878770865,1542809.4820225167,1253043.462318881
DALYs (Disability-Adjusted Life Years),Global,Female,45-49 years,Chronic obstructive pulmonary disease,Number,2009,936726.2346222004,1076241.8262201592,815413.641480485
DALYs (Disability-Adjusted Life Years),Global,Male,50-54 years,Chronic obstructive pulmonary disease,Number,2009,2196308.1087323576,2417338.1472290144,2000642.0402934907
DALYs (Disability-Adjusted Life Years),Global,Female,50-54 years,Chronic obstructive pulmonary disease,Number,2009,1373843.0559150656,1554170.4296178252,1198592.0376148263
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Chronic obstructive pulmonary disease,Number,2009,3046570.2842418808,3326668.4444171893,2787604.314994066
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Chronic obstructive pulmonary disease,Number,2009,1933406.235771488,2178980.581895083,1695062.8069749158
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Chronic obstructive pulmonary disease,Number,2009,4442527.1263809,4824152.156301042,4095427.063881846
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Chronic obstructive pulmonary disease,Number,2009,2725361.210570808,3048077.2587557225,2395487.3993710396
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Chronic obstructive pulmonary disease,Number,2009,5370377.900974956,5747112.77499481,4958751.450160866
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Chronic obstructive pulmonary disease,Number,2009,3374137.0978943016,3722957.8962860596,2975983.263303576
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Chronic obstructive pulmonary disease,Number,2009,6372403.3628706,6788841.200305579,5944708.826930267
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Chronic obstructive pulmonary disease,Number,2009,4315564.804432619,4739938.568571371,3804726.869916748
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Chronic obstructive pulmonary disease,Number,2009,5850306.009292576,6209989.328959546,5407884.254545863
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Chronic obstructive pulmonary disease,Number,2009,4290316.010806485,4689793.7571135815,3718101.9068279746
DALYs (Disability-Adjusted Life Years),Global,Male,80-84,Chronic obstructive pulmonary disease,Number,2009,4163087.239495248,4411465.876815779,3789776.4540318893
DALYs (Disability-Adjusted Life Years),Global,Female,80-84,Chronic obstructive pulmonary disease,Number,2009,3571623.061257238,3912687.511889398,3097518.0134212235
DALYs (Disability-Adjusted Life Years),Global,Male,85-89,Chronic obstructive pulmonary disease,Number,2009,1985480.469496302,2105523.3067356553,1788903.5425998245
DALYs (Disability-Adjusted Life Years),Global,Female,85-89,Chronic obstructive pulmonary disease,Number,2009,2054208.483787195,2258813.1660470953,1760645.7763956708
DALYs (Disability-Adjusted Life Years),Global,Male,90-94,Chronic obstructive pulmonary disease,Number,2009,502015.2609113572,539628.5180374141,442032.5031647997
DALYs (Disability-Adjusted Life Years),Global,Female,90-94,Chronic obstructive pulmonary disease,Number,2009,782524.4864908919,864896.3021222784,644072.8743408774
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Chronic obstructive pulmonary disease,Number,2009,116207.05117663214,127049.2038320883,97402.06519396101
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Chronic obstructive pulmonary disease,Number,2009,237023.1131958258,264419.3556641798,190498.12214463227
DALYs (Disability-Adjusted Life Years),Global,Male,0-6 days,Chronic obstructive pulmonary disease,Number,2008,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,0-6 days,Chronic obstructive pulmonary disease,Number,2008,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,7-27 days,Chronic obstructive pulmonary disease,Number,2008,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Female,7-27 days,Chronic obstructive pulmonary disease,Number,2008,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Male,28-364 days,Chronic obstructive pulmonary disease,Number,2008,635.228842273508,787.0399335704212,452.1635651604892
DALYs (Disability-Adjusted Life Years),Global,Female,28-364 days,Chronic obstructive pulmonary disease,Number,2008,688.2938725021511,851.1199931857519,504.65390279039264
DALYs (Disability-Adjusted Life Years),Global,Male,1-4 years,Chronic obstructive pulmonary disease,Number,2008,73289.72746980643,131477.27533154484,52937.37279730912
DALYs (Disability-Adjusted Life Years),Global,Female,1-4 years,Chronic obstructive pulmonary disease,Number,2008,112885.25175503528,199286.75343829233,60492.74106673469
DALYs (Disability-Adjusted Life Years),Global,Male,5-9 years,Chronic obstructive pulmonary disease,Number,2008,67273.81698513655,78947.25383723427,56135.37398316776
DALYs (Disability-Adjusted Life Years),Global,Female,5-9 years,Chronic obstructive pulmonary disease,Number,2008,67558.58213384697,80526.53954336836,55208.82596503031
DALYs (Disability-Adjusted Life Years),Global,Male,10-14 years,Chronic obstructive pulmonary disease,Number,2008,90743.23981485743,104329.34409556429,75343.82145225226
DALYs (Disability-Adjusted Life Years),Global,Female,10-14 years,Chronic obstructive pulmonary disease,Number,2008,92760.78339587517,106993.03948020792,77270.51149462367
DALYs (Disability-Adjusted Life Years),Global,Male,15-19 years,Chronic obstructive pulmonary disease,Number,2008,194405.2452937073,223748.92878194508,167305.7241618525
DALYs (Disability-Adjusted Life Years),Global,Female,15-19 years,Chronic obstructive pulmonary disease,Number,2008,182002.7912520799,210131.39138775883,153481.55048618352
DALYs (Disability-Adjusted Life Years),Global,Male,20-24 years,Chronic obstructive pulmonary disease,Number,2008,270091.8214912302,306412.0726213473,234724.12821144002
DALYs (Disability-Adjusted Life Years),Global,Female,20-24 years,Chronic obstructive pulmonary disease,Number,2008,259737.7066164186,297448.352057537,218680.5500534119
DALYs (Disability-Adjusted Life Years),Global,Male,25-29 years,Chronic obstructive pulmonary disease,Number,2008,325240.1532186955,364823.3373844447,284371.9644671085
DALYs (Disability-Adjusted Life Years),Global,Female,25-29 years,Chronic obstructive pulmonary disease,Number,2008,307461.0200756529,350573.34646577766,260728.20433130598
DALYs (Disability-Adjusted Life Years),Global,Male,30-34 years,Chronic obstructive pulmonary disease,Number,2008,427310.1445144221,483212.3177476792,377694.3978997675
DALYs (Disability-Adjusted Life Years),Global,Female,30-34 years,Chronic obstructive pulmonary disease,Number,2008,381230.7574885581,437096.69978169625,323303.041416355
DALYs (Disability-Adjusted Life Years),Global,Male,35-39 years,Chronic obstructive pulmonary disease,Number,2008,581299.0201562401,654297.9518326418,513819.6289069399
DALYs (Disability-Adjusted Life Years),Global,Female,35-39 years,Chronic obstructive pulmonary disease,Number,2008,481091.80431374244,555938.4559011394,409294.936728253
DALYs (Disability-Adjusted Life Years),Global,Male,40-44 years,Chronic obstructive pulmonary disease,Number,2008,891044.9179048939,993985.1279985703,797704.8406036609
DALYs (Disability-Adjusted Life Years),Global,Female,40-44 years,Chronic obstructive pulmonary disease,Number,2008,640328.5927862442,736630.1723462942,550413.6628337788
DALYs (Disability-Adjusted Life Years),Global,Male,45-49 years,Chronic obstructive pulmonary disease,Number,2008,1360581.9811593469,1513653.1772851385,1227936.095293823
